"","g05_01","g05_02","g05_03","g05_04","g05_05","g05_06","g05_07","g05_08","g05_09","g05_10","g05_11","g05_12","g05_13","g05_14","g05_15","g05_16","g05_17","g05_18","g05_19","g05_20","g05_21","g05_22","g05_23","g05_24","g05_25","g05_26","g05_27","g05_28","g05_29","g05_30","g05_31","g05_32","g05_33","g05_34","g05_35","g05_36","g05_37","g05_38","g05_39","g05_40","g05_41","g05_42","g05_43","g05_44","g05_45","g05_46","g05_47","g05_48","g05_49","g05_50","g05_51","g05_52","g05_53","g05_54","g05_55","g05_56","g05_57","g05_58","g05_59","g05_60","g05_61","g05_62","g05_63","g05_64","g05_65","g05_66","g05_67","g05_68","g05_69","g05_70","g05_71","g05_72","g05_73","g05_74","g05_75","g05_76","g05_77","g05_78","g05_79","g05_80","g05_81","g05_82","g05_83","g05_84","g05_85"
"s925773","hors","dog","cat","bird","eleph","lion","moos","bear","elk","deer","antelop","","","","","","","","","","sheep","pig","chicken","elk","zebra","allig","wildebeest","zebra","","","","","","","","","","","","","goat","ostrich","tiger","","","","","","","","","","","","","","","","","","otter","beaver","eagl","","","","","","","","","","","","","","","","","","rhino","","","",""
"s927461","hors","cow","cat","mule","donkei","dog","lion","tiger","","","","","","","","","","","","","bobcat","leopard","frog","","","","","","","","","","","","","","","","","","deer","sheep","pig","eleph","","","","","","","","","","","","","","","","","opossum","beaver","","","","","","","","","","","","","","","","","","","","","","",""
"s930717","cow","hors","pig","chicken","goat","sheep","eleph","zebra","lion","bear","moos","","","","","","","","","","deer","cat","dog","rabbit","","","","","","","","","","","","","","","","","monkei","gorilla","mous","rat","","","","","","","","","","","","","","","","","squirrel","chipmunk","raccoon","beaver","otter","opossum","","","","","","","","","","","","","","","","","","",""
"s922436","bear","deer","eleph","giraff","cougar","wolf","fox","skunk","wolverin","","","","","","","","","","","","beaver","lion","tiger","hippo","hors","dog","cat","","","","","","","","","","","","","","rat","mous","gorilla","antelop","","","","","","","","","","","","","","","","","giraff","buffalo","cougar","polarbear","panda","","","","","","","","","","","","","","","","","","","",""
"s930197","dog","cat","rabbit","cow","deer","badger","muskrat","raccoon","skunk","","","","","","","","","","","","ferret","squirrel","chipmunk","groundhog","wolf","fox","","","","","","","","","","","","","","","hors","cow","giraff","eleph","rhino","","","","","","","","","","","","","","","","lion","tiger","cougar","puma","ocelot","lynx","","","","","","","","","","","","","","","","","","",""
"s903675","dog","cat","bird","cow","pig","chicken","lion","tiger","bear","eleph","rhino","giraff","parquet","","","","","","","","hamster","gerbil","rat","mous","lizard","snak","coyot","","","","","","","","","","","","","","wolf","chicken","sheep","moos","lamb","","","","","","","","","","","","","","","","ram","","","","","","","","","","","","","","","","","","","","","","","",""
"s924396","cat","dog","hors","cow","sheep","pig","eleph","zebra","giraff","","","","","","","","","","","","rhino","cat","chicken","","","","","","","","","","","","","","","","","","cat","cheetah","lion","tiger","bear","elk","deer","antelop","","","","","","","","","","","","","bird","","","","","","","","","","","","","","","","","","","","","","","",""
"s910531","cat","dog","rat","mous","cow","hors","ant","rabbit","","","","","","","","","","","","","chicken","duck","goos","","","","","","","","","","","","","","","","","","crow","sparrow","hamster","dinosaur","","","","","","","","","","","","","","","","","buffalo","deer","antelop","sheep","hawk","eagl","","","","","","","","","","","","","","","","","","",""
"s909980","cow","calf","cat","dog","zebra","rhino","lion","tiger","bear","","","","","","","","","","","","cow","calf","hors","coyot","raccoon","","","","","","","","","","","","","","","","skunk","prairiedog","deer","","","","","","","","","","","","","","","","","","hyena","guineapig","hog","turkei","","","","","","","","","","","","","","","","","","","","",""
"s908271","cat","dog","hors","lion","zebra","giraff","tiger","bear","hippo","cow","rat","","","","","","","","","","dog","sheep","lamb","tiger","","","","","","","","","","","","","","","","","calf","rhino","","","","","","","","","","","","","","","","","","","antelop","deer","skunk","raccoon","beaver","","","","","","","","","","","","","","","","owl","","","",""
"s912342","dog","cat","hors","pig","cow","mule","gorilla","monkei","ap","lion","tiger","bear","deer","","","","","","","","eleph","kangaroo","","","","","","","","","","","","","","","","","","","mous","rat","goat","sheep","","","","","","","","","","","","","","","","","llama","","","","","","","","","","","","","","","","","","","","","","","",""
"s905766","dog","cat","bird","duck","eleph","zebra","walrus","seal","whale","giraff","hippo","","","","","","","","","","rhino","lion","tiger","cheetah","leopard","cow","moos","elk","caribou","","","","","","","","","","","","wildebeest","warthog","hog","sheep","goat","falcon","","","","","","","","","","","","","","","eagl","sparrow","hawk","snak","mous","rat","raccoon","","","","","","","","","","","","","","","","","",""
"s924098","cow","pig","lamb","llama","eleph","zebra","monkei","dog","cat","rat","","","","","","","","","","","squirrel","chicken","fish","","","","","","","","","","","","","","","","","","giraff","bear","","","","","","","","","","","","","","","","","","","hors","poni","donkei","","","","","","","","","","","","","","","","","","","","","",""
"s920360","deer","cub","antelop","elk","buffalo","mous","rat","cat","dog","hors","","","","","","","","","","","goat","lamb","sheep","chicken","snak","","","","","","","","","","","","","","","","otter","mink","skunk","bear","","","","","","","","","","","","","","","","","woodchuck","squirrel","","","","","","","","","","","","","","","","","","","","","","",""
"s911226","hors","pig","cow","dog","cat","mous","monkei","lion","tiger","eleph","allig","cheetah","zebra","donkei","bear","","","","","","hawk","eagl","fish","snak","frog","rat","beaver","otter","","","","","","","","","","","","","giraff","","","","","","","","","","","","","","","","","","","","chicken","ostrich","partridg","pheasant","turkei","","","","","","","","","","","","","","","","","","","",""
"s908557","cow","hors","dog","cat","eleph","leopard","lion","tiger","platypus","","","","","","","","","","","","raccoon","","","","","","","","","","","","","","","","","","","","tapir","armadillo","","","","","","","","","","","","","","","","","","","giraff","","","","","","","","","","","","","","","","","","","","","","","",""
"s927990","cow","hors","sheep","dog","bear","skunk","moos","tiger","lion","","","","","","","","","","","","eleph","bird","kangaroo","hors","","","","","","","","","","","","","","","","","cow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s931737","groundhog","squirrel","bird","pigeon","robin","sparrow","gopher","","","","","","","","","","","","","","bluejai","cardin","grossbeak","loon","goldfinch","purplefinch","woodpeck","","","","","","","","","","","","","","whale","hummingbird","cow","cat","dog","pig","hors","goat","chicken","duck","snak","","","","","","","","","","fly","fox","wolf","","","","","","","","","","","","","","","","","","","","","",""
"s903799","cat","dog","cow","hors","rabbit","tiger","lion","giraff","hippo","snak","","","","","","","","","","","turtl","allig","eleph","hippo","","","","","","","","","","","","","","","","","squirrel","bird","dog","","","","","","","","","","","","","","","","","","weasel","muskrat","","","","","","","","","","","","","","","","","","","","","","",""
"s917116","pig","cow","hors","aardvark","llama","dog","cat","rat","mous","weasel","fish","","","","","","","","","","bird","","","","","","","","","","","","","","","","","","","","wolverin","badger","gopher","","","","","","","","","","","","","","","","","","burro","armadillo","pelican","","","","","","","","","","","","","","","","","","","","","",""
"s923751","dog","cat","squirrel","rabbit","deer","skunk","woodchuck","raccoon","","","","","","","","","","","","","bear","goat","cow","hors","donkei","","","","","","","","","","","","","","","","llama","camel","eleph","zebra","wolf","coyot","fox","","","","","","","","","","","","","","badger","","","","","","","","","","","","","","","","","","","","","","","",""
"s901852","hors","dog","cat","cow","raccoon","lion","eleph","impala","deer","antelop","","","","","","","","","","","hippo","rhino","mous","rat","","","","","","","","","","","","","","","","","otter","badger","elk","moos","","","","","","","","","","","","","","","","","springbok","","","","","","","","","","","","","","","","","","","","","","","",""
"s912520","cow","pig","hors","zebra","eleph","lion","gopher","rabbit","skunk","coon","opossum","","","","","","","","","","rat","mous","squirrel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","zebra","camel","","","","","","","","","","","","","","","","","","","","","","",""
"s905443","dog","cat","sheep","cow","rabbit","bird","goos","","","","","","","","","","","","","","fox","deer","bear","moos","antelop","kitten","cat","","","","","","","","","","","","","","allig","eleph","monkei","","","","","","","","","","","","","","","","","","tiger","bear","","","","","","","","","","","","","","","","","","","","","","",""
"s923901","rabbit","deer","fox","wolf","bird","eleph","crocodil","manate","duck","","","","","","","","","","","","goos","goat","bear","dog","cat","mous","","","","","","","","","","","","","","","lion","tiger","snak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s908786","cat","dog","goat","pig","chicken","duck","hors","moos","reindeer","fish","","","","","","","","","","","cow","wolf","tiger","lion","zebra","mous","rat","","","","","","","","","","","","","","eleph","rhino","giraff","monkei","snak","rabbit","","","","","","","","","","","","","","","coyot","raccoon","owl","eagl","","","","","","","","","","","","","","","","","","","","",""
"s919926","bird","pig","hors","antelop","deer","giraff","eleph","zebra","gazel","","","","","","","","","","","","cat","dog","aardvark","raccoon","","","","","","","","","","","","","","","","","opossum","armadillo","giraff","lion","tiger","bear","","","","","","","","","","","","","","","donkei","moos","elk","","","","","","","","","","","","","","","","","","","","","",""
"s919346","hors","cat","cow","donkei","deer","bear","bird","giraff","eleph","snak","","","","","","","","","","","mous","rat","raccoon","coyot","wolf","elk","sheep","pig","","","","","","","","","","","","","donkei","","","","","","","","","","","","","","","","","","","","zebra","lion","tiger","bobcat","lynx","mountainlion","","","","","","","","","","","","","","","","","","",""
"s908126","cat","dog","hors","chicken","pig","zebra","gorilla","eleph","antelop","deer","bear","","","","","","","","","","pheasant","turkei","partridg","cow","allig","lizard","","","","","","","","","","","","","","","fish","","","","","","","","","","","","","","","","","","","","sheep","goat","donkei","mule","","","","","","","","","","","","","","","","","","","","",""
"s933516","deer","peasant","raccoon","bird","monkei","ap","gorilla","wildebeest","","","","","","","","","","","","","seal","moos","elk","bear","squirrel","","","","","","","","","","","","","","","","rabbit","person","wildcat","","","","","","","","","","","","","","","","","","tiger","lion","zebra","giraff","eleph","","","","","","","","","","","","","","","","","","","",""
"s911164","hors","cat","cow","donkei","deer","bear","bird","giraff","eleph","snak","","","","","","","","","","","mous","rat","raccoon","coyot","wolf","elk","sheep","pig","","","","","","","","","","","","","donkei","","","","","","","","","","","","","","","","","","","","zebra","lion","tiger","bobcat","lynx","mountainlion","","","","","","","","","","","","","","","","","","",""
"s921784","cow","hors","billygoat","deer","lion","tiger","pig","rabbit","dog","cat","","","","","","","","","","","eleph","camel","","","","","","","","","","","","","","","","","","","sheep","","","","","","","","","","","","","","","","","","","","squirrel","gopher","lizard","","","","","","","","","","","","","","","","","","","","","",""
"s929779","deer","raccoon","opossum","rabbit","squirrel","chipmunk","","","","","","","","","","","","","","","bear","cat","dog","bird","insect","","","","","","","","","","","","","","","","giraff","eleph","lion","tiger","","","","","","","","","","","","","","","","","fish","gorilla","","","","","","","","","","","","","","","","","","","monkei","","","",""
"s916034","cow","hors","pig","hen","lion","tiger","giraff","eleph","bird","robin","seal","fish","","","","","","","","","whale","dog","cat","","","","","","","","","","","","","","","","","","weasel","mink","muskrat","beaver","mule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s913071","vertebr","vertebr","whatyoumightcalltheone","spong","jellyfish","coelenter","flatworm","roundworm","","","","","","","","","","","","","segmentedworm","crustacean","mammal","bird","reptil","amphibian","","","","","","","","","","","","","","","human","bird","flicker","robin","crow","","","","","","","","","","","","","","","","raven","owl","cardin","bluejai","bluebird","frog","toad","","","","","","","","","","","","","","","","","",""
"s926366","cow","hors","dog","cat","hyena","squid","","","","","","","","","","","","","","","fish","deer","coon","skunk","","","","","","","","","","","","","","","","","bird","fish","snak","","","","","","","","","","","","","","","","","","snail","","","","","","","","","","","","","","","","","","","","","","","",""
"s906057","bear","coyot","bull","cow","hors","pig","chicken","goat","goos","duck","runknown","","","","","","","","","","tiger","lion","elk","moos","","","","","","","","","","","","","","","","","camel","","","","","","","","","","","","","","","","","","","","llama","monkei","eleph","","","","","","","","","","","","","","","","","","","","","",""
"s911189","hors","cow","sheep","goat","lamb","chicken","goos","","","","","","","","","","","","","","bull","crocodil","lion","bear","monkei","","","","","","","","","","","","","","","","donkei","giraff","hippo","orangutan","anteat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s919471","dog","cat","cow","hors","rabbit","lion","tiger","bear","hippo","rhino","eleph","giraff","orangutan","gorilla","monkei","","","","","","chimp","parrot","parakeet","","","","","","","","","","","","","","","","","","pig","deer","","","","","","","","","","","","","","","","","","","elk","moos","mole","rat","mous","","","","","","","","","","","","","","","","","","","",""
"s930725","dog","cat","cow","hors","pig","hamster","rabbit","squirrel","chicken","turkei","","","","","","","","","","","bird","deer","moos","antelop","","","","","","","","","","","","","","","","","duck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s901261","dog","cat","cow","hors","mous","eleph","lion","tiger","zebra","pig","","","","","","","","","","","duck","goos","rat","guineapig","","","","","","","","","","","","","","","","","ant","mountainlion","coyot","wolf","","","","","","","","","","","","","","","","","hippo","rhino","","","","","","","","","","","","","","","","","","","","","","",""
"s910171","dog","cat","cow","leopard","tiger","lion","fish","eleph","lion","lamb","","","","","","","","","","","snak","dolphin","butterfli","","","","","","","","","","","","","","","","","","giraff","rhino","dinosaur","","","","","","","","","","","","","","","","","","human","leopard","","","","","","","","","","","","","","","","","","","","","","",""
"s902059","cat","dog","rabbit","mous","rat","chicken","cow","hors","giraff","eleph","lion","","","","","","","","","","tiger","monkei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mous","","","","","","","","","","","","","","","","","","","","","","","",""
"s920020","dog","cat","cow","hors","moos","deer","","","","","","","","","","","","","","","eleph","tiger","lion","gazel","","","","","","","","","","","","","","","","","goat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","human","","","",""
"s933941","dog","cat","bird","cow","pig","chicken","pigeon","deer","bear","wolf","fox","","","","","","","","","","coyot","elk","buffalo","","","","","","","","","","","","","","","","","","cat","snak","","","","","","","","","","","","","","","","","","","eleph","lion","tiger","","","","","","","","","","","","","","","","","","","","","",""
"s900885","dog","cat","mous","eleph","giraff","rhino","leopard","tiger","","","","","","","","","","","","","zebra","kangaroo","","","","","","","","","","","","","","","","","","","deer","elk","bear","","","","","","","","","","","","","","","","","","bird","rabbit","opossum","","","","","","","","","","","","","","","","","","","","","",""
"s920601","dog","cat","cow","deer","eleph","tiger","lion","bear","snak","turtl","frog","fish","","","","","","","","","crocodil","allig","turkei","duck","donkei","hors","","","","","","","","","","","","","","","mule","dinosaur","bird","","","","","","","","","","","","","","","","","","bear","buffalo","condor","tarpon","","","","","","","","","","","","","","","","","","","","",""
"s901111","hors","cow","pig","chicken","rabbit","cat","dog","eleph","giraff","zebra","squirrel","kangaroo","","","","","","","","","goat","sheep","calf","bull","kitten","puppi","","","","","","","","","","","","","","","zebra","giraff","lion","tiger","","","","","","","","","","","","","","","","","buffalo","prairiedog","duck","","","","","","","","","","","","","","","","","","","","","",""
"s900318","dog","cat","hors","chicken","duck","cow","hors","deer","raccoon","turkei","","","","","","","","","","","fish","","","","","","","","","","","","","","","","","","","","eleph","giraff","goat","tiger","lion","","","","","","","","","","","","","","","","cheetah","","","","","","","","","","","","","","","","","","","","","","","",""
"s908001","fish","vertebr","mammal","insect","arachnid","crayfish","","","","","","","","","","","","","","","lion","lizard","dog","cat","squirrel","","","","","","","","","","","","","","","","bee","worm","","","","","","","","","","","","","","","","","","","fox","coyot","coon","hors","cow","pig","chicken","","","","","","","","","","","","","","","","","",""
"s933362","dog","cat","hors","cow","pig","dinosaur","aardvark","rabbit","","","","","","","","","","","","","skunk","muskrat","mole","groundhog","zebra","lion","tiger","giraff","eleph","monkei","","","","","","","","","","","snak","","","","","","","","","","","","","","","","","","","","beaver","rhino","camel","","","","","","","","","","","","","","","","","","","","","",""
"s910895","rabbit","squirrel","bird","deer","buffalo","chimp","ap","","","","","","","","","","","","","","ant","tick","","","","","","","","","","","","","","","","","","","muskrat","fish","","","","","","","","","","","","","","","","","","","dog","cat","","","","","","","","","","","","","","","","","","","","","","",""
"s905370","aardvark","anteat","lion","tiger","monkei","eleph","chimp","gorilla","lemur","","","","","","","","","","","","zebra","dog","cat","canari","goldfish","meadowlark","bluejai","eagl","loon","","","","","","","","","","","","hamster","goldfish","trout","bass","snak","mosquito","bumblebe","","","","","","","","","","","","","","kitten","cow","hors","frog","pig","chicken","goos","duck","","","","","","","","","","","","","turkei","","","",""
"s904649","hors","dog","cat","cow","mous","snak","deer","moos","elk","bison","bear","raccoon","","","","","","","","","muskrat","beaver","fish","pheasant","","","","","","","","","","","","","","","","","grous","canari","siskin","chickade","","","","","","","","","","","","","","","","","cardin","bluejai","opossum","guineapig","","","","","","","","","","","","","","","","","hamster","","","",""
"s906265","dog","cat","hors","bird","eleph","rhino","walrus","deer","coyot","fox","raccoon","","","","","","","","","","otter","opossum","skunk","mous","cow","","","","","","","","","","","","","","","","sheep","lamb","goat","chicken","ox","eleph","","","","","","","","","","","","","","","goos","","","","","","","","","","","","","","","","","","","","","","","",""
"s915594","cat","dog","pig","hors","goat","sheep","cattl","iguana","chameleon","gecko","","","","","","","","","","","skunk","bear","fox","chipmunk","porcupin","raccoon","badger","","","","","","","","","","","","","","weasel","rat","ferret","eleph","","","","","","","","","","","","","","","","","giraff","zebra","lion","tiger","panther","monkei","ap","","","","","","","","","","","","","","","","","",""
"s906302","hors","cow","deer","bear","rabbit","dog","cat","eleph","moos","","","","","","","","","","","","antelop","snak","","","","","","","","","","","","","","","","","","","bird","chicken","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s914149","hors","cow","chicken","bird","rabbit","deer","fox","coyot","wolf","bear","ap","","","","","","","","","","sheep","goat","hamster","dog","cat","","","","","","","","","","","","","","","","lion","tiger","eleph","rhino","antelop","elk","","","","","","","","","","","","","","","sheep","","","","","","","","","","","","","","","","","","","","","","","",""
"s915582","deer","fish","bear","moos","antelop","dog","cat","eleph","hippo","","","","","","","","","","","","zebra","hors","cow","pig","human","squirrel","","","","","","","","","","","","","","","rabbit","grous","turkei","","","","","","","","","","","","","","","","","","fish","crocodil","allig","cougar","leopard","","","","","","","","","","","","","","","","","","","",""
"s927773","fox","dog","cat","cow","wolf","eleph","giraff","zebra","gopher","","","","","","","","","","","","goat","sheep","skunk","deer","","","","","","","","","","","","","","","","","cougar","mous","","","","","","","","","","","","","","","","","","","eleph","monkei","seal","giraff","","","","","","","","","","","","","","","","","","","","",""
"s905831","cat","dog","tiger","lion","allig","crocodil","sheep","cow","hors","goat","sheep","","","","","","","","","","wolf","antelop","deer","","","","","","","","","","","","","","","","","","mountainlion","rat","mous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s926919","deer","cow","rabbit","squirrel","fox","antelop","elk","moos","chipmunk","","","","","","","","","","","","mink","muskrat","beaver","otter","","","","","","","","","","","","","","","","","bear","pheasant","","","","","","","","","","","","","","","","","","","dog","cat","hamster","gerbil","","","","","","","","","","","","","","","","","","","","",""
"s904934","cat","dog","squirrel","bear","kangaroo","giraff","eleph","","","","","","","","","","","","","","penguin","","","","","","","","","","","","","","","","","","","","lamb","sheep","cow","pig","hors","porcupin","","","","","","","","","","","","","","","bunni","raccoon","deer","","","","","","","","","","","","","","","","","","","","","",""
"s932158","dog","cat","rabbit","squirrel","chipmunk","mole","mule","monkei","lion","tiger","eleph","gorilla","chimp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s916199","dog","cat","rabbit","hors","giraff","hippo","eleph","cow","mule","donkei","gorilla","monkei","","","","","","","","","gopher","hyena","bear","porcupin","guineapig","","","","","","","","","","","","","","","","armadillo","opossum","","","","","","","","","","","","","","","","","","","kangaroo","","","","","","","","","","","","","","","","","","","","","","","",""
"s927799","bear","cow","hors","lion","tiger","monkei","eleph","rhino","hippo","","","","","","","","","","","","deer","elk","wolf","coyot","","","","","","","","","","","","","","","","","dog","cat","chipmunk","mous","rat","","","","","","","","","","","","","","","","pig","","","","","","","","","","","","","","","","","","","","","","","",""
"s908179","bird","cat","dog","fish","bird","","","","","","","","","","","","","","","","dog","rabbit","","","","","","","","","","","","","","","","","","","bear","skunk","lion","tiger","","","","","","","","","","","","","","","","","raccoon","porcupin","eagl","","","","","","","","","","","","","","","","","","","","","",""
"s923124","dog","cat","pig","chicken","hors","cow","rabbit","deer","turkei","turtl","","","","","","","","","","","cat","bull","llama","monkei","","","","","","","","","","","","","","","","","buffalo","bison","mule","donkei","","","","","","","","","","","","","","","","","cheetah","lion","tiger","zebra","rhino","","","","","","","","","","","","","","","","","","","",""
"s920773","hors","cow","chicken","duck","turtl","frog","fish","dog","cat","","","","","","","","","","","","tiger","jaguar","lion","eleph","giraff","wolf","fox","coyot","hyena","","","","","","","","","","","","dolphin","","","","","","","","","","","","","","","","","","","","snak","worm","amoeba","anemon","","","","","","","","","","","","","","","","","","","","",""
"s922515","cat","dog","lion","tiger","monkei","giraff","rabbit","egret","skunk","hors","cow","","","","","","","","","","pig","sheep","eagl","bird","leopard","cheetah","panther","kangaroo","camel","","","","","","","","","","","","mountainlion","turkei","","","","","","","","","","","","","","","","","","","llama","poni","mule","","","","","","","","","","","","","","","","","","","","","",""
"s931792","deer","squirrel","skunk","raccoon","chipmunk","gopher","tiger","giraff","zebra","gnu","","","","","","","","","","","dog","cat","hamster","gerbil","rat","mous","","","","","","","","","","","","","","","hors","cow","pig","chicken","sheep","goat","","","","","","","","","","","","","","","opossum","raccoon","","","","","","","","","","","","","","","","","","","","","","",""
"s915702","badger","fox","wolverin","muskrat","rat","rabbit","cat","dog","deer","moos","elk","","","","","","","","","","bear","squirrel","mous","","","","","","","","","","","","","","","","","","otter","mink","cow","pig","sheep","goat","","","","","","","","","","","","","","","llama","alpaca","camel","muskox","","","","","","","","","","","","","","","","","buffalo","","","",""
"s916782","dog","cat","bird","squirrel","chipmunk","snak","fish","eleph","whale","rhino","hippo","leopard","tiger","lion","ocelot","","","","","","bobcat","rabbit","mous","rat","mole","grasshopp","","","","","","","","","","","","","","","fly","gnat","ladybug","beetl","worm","","","","","","","","","","","","","","","","guineapig","hamster","","","","","","","","","","","","","","","","","","","","","","",""
"s914821","cat","dog","hors","cow","calf","goat","sheep","bear","lion","raccoon","","","","","","","","","","","kitten","bird","skunk","colt","calf","","","","","","","","","","","","","","","","sheep","lion","deer","","","","","","","","","","","","","","","","","","fawn","elk","buffalo","antelop","bobcat","","","","","","","","","","","","","","","","","","","",""
"s923718","dog","cat","cow","sheep","rooster","duck","hors","","","","","","","","","","","","","","cow","","","","","","","","","","","","","","","","","","","","giraff","eleph","lion","tiger","monkei","ap","allig","","","","","","","","","","","","","","zebra","wildebeest","","","","","","","","","","","","","","","","","","","","","","",""
"s919174","dog","cat","deer","hog","allig","crocodil","giraff","hippo","reindeer","polarbear","ant","gerbil","","","","","","","","","zebra","rhino","snak","butterfli","insect","","","","","","","","","","","","","","","","fish","hors","cow","rooster","chicken","","","","","","","","","","","","","","","","muskox","buffalo","","","","","","","","","","","","","","","","","","","","","","",""
"s929978","eleph","aardvark","elk","antelop","","","","","","","","","","","","","","","","","cat","mous","dog","raccoon","","","","","","","","","","","","","","","","","fox","gopher","","","","","","","","","","","","","","","","","","","badger","cow","hors","","","","","","","","","","","","","","","","","","","","","",""
"s909369","dog","cat","rabbit","hors","owl","sheep","goat","allig","frog","squirrel","turtl","","","","","","","","","","","tiger","lion","eleph","snak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bird","","","","","","","","","","","","","","","","","","","","","","","",""
"s900181","dog","cat","mous","cow","pig","hors","eleph","tiger","lion","duck","","","","","","","","","","","bird","zebra","emu","","","","","","","","","","","","","","","","","","pheasant","","","","","","","","","","","","","","","","","","","","deer","elk","bobcat","","","","","","","","","","","","","","","","","","","","","",""
"s906815","dog","cat","rabbit","hors","cow","lamb","llama","donkei","giraff","rhino","hippo","raccoon","","","","","","","","","opossum","lion","tiger","steer","calf","","","","","","","","","","","","","","","","antelop","deer","fawn","elk","moos","","","","","","","","","","","","","","","","zebra","bear","polarbear","blackbear","monkei","ap","","","","","","","","","","","","","","","","","","",""
"s910775","cow","calf","pig","chicken","donkei","hors","eleph","giraff","","","","","","","","","","","","","bear","coyot","rabbit","quail","zebra","","","","","","","","","","","","","","","","hippo","camel","","","","","","","","","","","","","","","","","","","hors","","","","","","","","","","","","","","","","","","","","","","","",""
"s918237","zebra","fish","eleph","bird","warbler","oriol","cow","pig","hors","goos","","","","","","","","","","","mussel","cat","dog","canari","eagl","owl","","","","","","","","","","","","","","","snak","frog","clam","oyster","octopus","","","","","","","","","","","","","","","","sealion","aardvark","canari","wolf","","","","","","","","","","","","","","","","","moos","","","",""
"s922530","cow","hors","pig","chicken","elk","antelop","deer","moos","mountainlion","turkei","","","","","","","","","","","wildturkei","snak","allig","fish","whale","mountaingoat","","","","","","","","","","","","","","","mountainsheep","hors","rodeoanim","bull","","","","","","","","","","","","","","","","","bird","parrot","eagl","vultur","","","","","","","","","","","","","","","","","","","","",""
"s912033","dog","cat","tiger","lion","eleph","zebra","donkei","gerbil","guineapig","","","","","","","","","","","","mule","hors","coyot","","","","","","","","","","","","","","","","","","rat","mous","porcupin","prairiedog","","","","","","","","","","","","","","","","","rhino","camel","","","","","","","","","","","","","","","","","","","","","","",""
"s911821","hors","dog","cat","bird","mous","fox","eleph","orangutan","","","","","","","","","","","","","kangaroo","rat","zebra","giraff","monkei","llama","goat","","","","","","","","","","","","","","cow","pig","sheep","anteat","","","","","","","","","","","","","","","","","lion","tiger","","","","","","","","","","","","","","","","","","","","","","",""
"s914432","dog","cat","mous","rat","mole","eleph","hors","cow","sheep","pig","chicken","eleph","giraff","tiger","","","","","","","leopard","llama","","","","","","","","","","","","","","","","","","","groundhog","beaver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s907501","cat","dog","rabbit","rat","lion","tiger","eleph","panther","bird","","","","","","","","","","","","ostrich","whale","porpois","seal","bear","","","","","","","","","","","","","","","","mountainlion","","","","","","","","","","","","","","","","","","","","turtl","cow","deer","","","","","","","","","","","","","","","","","","squirrel","","","",""
"s914867","lion","tiger","bear","hors","cat","dog","giraff","rhino","hors","cow","pig","chicken","","","","","","","","","deer","pheasant","moos","duck","","","","","","","","","","","","","","","","","mous","donkei","","","","","","","","","","","","","","","","","","","chicken","","","","","","","","","","","","","","","","","","","","","","","",""
"s926486","duck","goos","hors","cow","poni","camel","eleph","deer","bear","","","","","","","","","","","","giraff","cougar","sheep","goat","llama","elk","bison","","","","","","","","","","","","","","skunk","raccoon","badger","woodchuck","","","","","","","","","","","","","","","","","chipmunk","squirrel","rabbit","","","","","","","","","","","","","","","","","","","","","",""
"s927145","cat","dog","cow","hors","goat","pig","cow","sheep","raccoon","squirrel","","","","","","","","","","","bird","rabbit","chipmunk","deer","lion","tiger","eleph","bear","","","","","","","","","","","","","monkei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s922792","cat","dog","hamster","gerbil","guineapig","pig","sheep","cow","hors","poni","llama","","","","","","","","","","mous","rat","tiger","zebra","eleph","","","","","","","","","","","","","","","","lynx","coyot","fox","","","","","","","","","","","","","","","","","","deer","mule","donkei","","","","","","","","","","","","","","","","","","","","","",""
"s925995","cat","dog","bird","cow","hors","sheep","goat","","","","","","","","","","","","","","eleph","tiger","leopard","deer","rabbit","antelop","","","","","","","","","","","","","","","hors","chicken","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
