from,to,type,weight
flea,squirrel,Directed,1
fly,allig,Directed,1
fly,ant,Directed,4
fly,bat,Directed,1
fly,bee,Directed,7
fly,beetl,Directed,2
fly,bird,Directed,4
fly,bug,Directed,3
fly,bumblebe,Directed,1
fly,camel,Directed,2
fly,caterpillar,Directed,1
fly,centiped,Directed,2
fly,chicken,Directed,3
fly,chipmunk,Directed,1
fly,cockroach,Directed,1
fly,cow,Directed,2
fly,cricket,Directed,2
fly,dog,Directed,1
fly,eleph,Directed,1
fly,fish,Directed,4
fly,flea,Directed,2
fly,fox,Directed,1
fly,giraff,Directed,4
fly,gnat,Directed,2
fly,goat,Directed,1
fly,hamster,Directed,1
fly,hippo,Directed,1
fly,hors,Directed,3
fly,insect,Directed,4
fly,lion,Directed,1
fly,lizard,Directed,1
fly,lynx,Directed,1
fly,mongoos,Directed,1
fly,mosquito,Directed,13
fly,moth,Directed,2
fly,mous,Directed,1
fly,mule,Directed,1
fly,person,Directed,1
fly,pig,Directed,1
fly,pigeon,Directed,1
fly,rabbit,Directed,1
fly,rat,Directed,1
fly,rhino,Directed,1
fly,rodent,Directed,1
fly,sheep,Directed,1
fly,snak,Directed,3
fly,spider,Directed,2
fly,turtl,Directed,1
fly,wasp,Directed,1
fly,wolf,Directed,1
fly,worm,Directed,1
fly,zebra,Directed,1
fowl,antelop,Directed,1
fowl,deer,Directed,1
fowl,giraff,Directed,1
fowl,hippo,Directed,1
fox,antelop,Directed,5
fox,baboon,Directed,1
fox,badger,Directed,5
fox,bear,Directed,34
fox,beaver,Directed,5
fox,bird,Directed,3
fox,bobcat,Directed,2
fox,buffalo,Directed,6
fox,bull,Directed,1
fox,cat,Directed,4
fox,chicken,Directed,2
fox,chipmunk,Directed,4
fox,coon,Directed,2
fox,cougar,Directed,3
fox,cow,Directed,8
fox,coyot,Directed,57
fox,deer,Directed,31
fox,dog,Directed,10
fox,dove,Directed,1
fox,duck,Directed,2
fox,eagl,Directed,1
fox,eleph,Directed,13
fox,elk,Directed,2
fox,ferret,Directed,3
fox,fish,Directed,4
fox,fisher,Directed,1
fox,fly,Directed,1
fox,frog,Directed,1
fox,gazel,Directed,1
fox,gerbil,Directed,4
fox,giraff,Directed,10
fox,gnu,Directed,1
fox,goat,Directed,4
fox,goos,Directed,1
fox,gopher,Directed,3
fox,gorilla,Directed,3
fox,hare,Directed,1
fox,hippo,Directed,2
fox,hors,Directed,9
fox,insect,Directed,1
fox,jackal,Directed,1
fox,jaguar,Directed,1
fox,lemur,Directed,1
fox,leopard,Directed,4
fox,lion,Directed,6
fox,llama,Directed,1
fox,lynx,Directed,3
fox,mink,Directed,4
fox,minx,Directed,3
fox,mole,Directed,1
fox,monkei,Directed,4
fox,moos,Directed,3
fox,mountainlion,Directed,2
fox,mous,Directed,1
fox,muskrat,Directed,1
fox,opossum,Directed,3
fox,panda,Directed,1
fox,parrot,Directed,1
fox,partridg,Directed,1
fox,pheasant,Directed,4
fox,pig,Directed,1
fox,porcupin,Directed,1
fox,rabbit,Directed,16
fox,raccoon,Directed,16
fox,rat,Directed,4
fox,reindeer,Directed,1
fox,rhino,Directed,2
fox,seal,Directed,1
fox,sheep,Directed,6
fox,skunk,Directed,9
fox,snak,Directed,2
fox,squirrel,Directed,15
fox,tasmanidevil,Directed,1
fox,tiger,Directed,6
fox,turkei,Directed,2
fox,turtl,Directed,1
fox,weasel,Directed,4
fox,wildanim,Directed,1
fox,wolf,Directed,115
fox,wolverin,Directed,3
fox,zebra,Directed,7
frog,allig,Directed,5
frog,amphibian,Directed,2
frog,ant,Directed,2
frog,antelop,Directed,1
frog,armadillo,Directed,1
frog,baboon,Directed,1
frog,bear,Directed,5
frog,bee,Directed,1
frog,beetl,Directed,1
frog,bird,Directed,6
frog,buffalo,Directed,4
frog,cat,Directed,2
frog,chicken,Directed,2
frog,clam,Directed,2
frog,cow,Directed,1
frog,crab,Directed,1
frog,cricket,Directed,1
frog,deer,Directed,3
frog,donkei,Directed,1
frog,duck,Directed,2
frog,eleph,Directed,1
frog,ferret,Directed,1
frog,fish,Directed,15
frog,fly,Directed,1
frog,gerbil,Directed,1
frog,giraff,Directed,5
frog,goat,Directed,3
frog,grasshopp,Directed,1
frog,hamster,Directed,1
frog,hippo,Directed,1
frog,hog,Directed,1
frog,hors,Directed,2
frog,human,Directed,1
frog,lion,Directed,1
frog,lizard,Directed,4
frog,mole,Directed,1
frog,mous,Directed,4
frog,newt,Directed,1
frog,orangutan,Directed,1
frog,panda,Directed,1
frog,parrot,Directed,1
frog,pig,Directed,2
frog,poni,Directed,2
frog,rabbit,Directed,1
frog,raccoon,Directed,1
frog,rat,Directed,1
frog,reindeer,Directed,1
frog,reptil,Directed,1
frog,salamand,Directed,3
frog,shark,Directed,1
frog,sheep,Directed,1
frog,snak,Directed,8
frog,squirrel,Directed,2
frog,tadpol,Directed,3
frog,tiger,Directed,2
frog,toad,Directed,16
frog,turtl,Directed,6
frog,wolf,Directed,1
frog,zebra,Directed,1
gazel,allig,Directed,1
gazel,antelop,Directed,5
gazel,ap,Directed,1
gazel,badger,Directed,3
gazel,bear,Directed,3
gazel,blackbear,Directed,1
gazel,buffalo,Directed,3
gazel,cat,Directed,1
gazel,cheetah,Directed,1
gazel,chicken,Directed,1
gazel,chimp,Directed,1
gazel,chipmunk,Directed,1
gazel,cow,Directed,1
gazel,deer,Directed,11
gazel,dinosaur,Directed,1
gazel,dog,Directed,2
gazel,duck,Directed,1
gazel,eland,Directed,1
gazel,eleph,Directed,7
gazel,elk,Directed,2
gazel,emu,Directed,1
gazel,ferret,Directed,1
gazel,fox,Directed,2
gazel,frog,Directed,1
gazel,giraff,Directed,7
gazel,goat,Directed,3
gazel,grizzlybear,Directed,1
gazel,hippo,Directed,3
gazel,hyena,Directed,1
gazel,kitten,Directed,1
gazel,lion,Directed,4
gazel,llama,Directed,2
gazel,lynx,Directed,1
gazel,mallard,Directed,1
gazel,mole,Directed,1
gazel,monkei,Directed,6
gazel,moos,Directed,5
gazel,mountainlion,Directed,1
gazel,mous,Directed,1
gazel,muski,Directed,1
gazel,newt,Directed,1
gazel,orangutan,Directed,1
gazel,ox,Directed,1
gazel,pig,Directed,1
gazel,porcupin,Directed,1
gazel,rhino,Directed,1
gazel,seal,Directed,1
gazel,snak,Directed,1
gazel,squirrel,Directed,1
gazel,turkei,Directed,1
gazel,warthog,Directed,1
gazel,wildebeest,Directed,1
gazel,wolf,Directed,1
gazel,wolverin,Directed,1
gazel,zebra,Directed,11
gecko,allig,Directed,2
gecko,dolphin,Directed,1
gecko,fox,Directed,1
gecko,hamster,Directed,1
gecko,lion,Directed,1
gecko,lizard,Directed,2
gecko,rat,Directed,1
gecko,skunk,Directed,1
gecko,snak,Directed,1
gerbil,ap,Directed,1
gerbil,badger,Directed,2
gerbil,beaver,Directed,1
gerbil,chicken,Directed,1
gerbil,chipmunk,Directed,3
gerbil,colt,Directed,1
gerbil,cow,Directed,1
gerbil,deer,Directed,1
gerbil,dinosaur,Directed,1
gerbil,dog,Directed,1
gerbil,eleph,Directed,2
gerbil,ferret,Directed,4
gerbil,fish,Directed,1
gerbil,fox,Directed,1
gerbil,frog,Directed,1
gerbil,gazel,Directed,1
gerbil,giraff,Directed,2
gerbil,gopher,Directed,4
gerbil,groundhog,Directed,1
gerbil,guineapig,Directed,16
gerbil,hamster,Directed,31
gerbil,hedgehog,Directed,1
gerbil,hippo,Directed,2
gerbil,hors,Directed,4
gerbil,iguana,Directed,2
gerbil,insect,Directed,1
gerbil,lion,Directed,1
gerbil,marten,Directed,1
gerbil,mink,Directed,2
gerbil,monkei,Directed,3
gerbil,moos,Directed,1
gerbil,mous,Directed,13
gerbil,opossum,Directed,1
gerbil,parakeet,Directed,2
gerbil,pig,Directed,2
gerbil,prairiedog,Directed,1
gerbil,rabbit,Directed,1
gerbil,raccoon,Directed,2
gerbil,rat,Directed,10
gerbil,salamand,Directed,1
gerbil,skunk,Directed,1
gerbil,snak,Directed,9
gerbil,spider,Directed,1
gerbil,steer,Directed,1
gerbil,weasel,Directed,1
gerbil,woodchuck,Directed,1
gerbil,worm,Directed,1
gerbil,zebra,Directed,3
gibbon,ap,Directed,2
gibbon,baboon,Directed,1
gibbon,camel,Directed,1
gibbon,flamingo,Directed,1
gilamonst,bird,Directed,1
gilamonst,chameleon,Directed,1
gilamonst,lizard,Directed,1
gilamonst,rhino,Directed,1
gilamonst,wolf,Directed,1
giraff,aardvark,Directed,2
giraff,allig,Directed,10
giraff,ant,Directed,3
giraff,anteat,Directed,4
giraff,antelop,Directed,16
giraff,ap,Directed,7
giraff,armadillo,Directed,1
giraff,baboon,Directed,3
giraff,badger,Directed,3
giraff,bat,Directed,2
giraff,bear,Directed,75
giraff,beaver,Directed,1
giraff,bird,Directed,7
giraff,bison,Directed,4
giraff,boar,Directed,1
giraff,buffalo,Directed,12
giraff,calf,Directed,1
giraff,camel,Directed,15
giraff,caribou,Directed,3
giraff,cat,Directed,9
giraff,cheetah,Directed,4
giraff,chicken,Directed,2
giraff,chimp,Directed,2
giraff,chipmunk,Directed,3
giraff,cougar,Directed,5
giraff,cow,Directed,13
giraff,coyot,Directed,2
giraff,crocodil,Directed,1
giraff,deer,Directed,16
giraff,dingo,Directed,2
giraff,dog,Directed,18
giraff,donkei,Directed,11
giraff,duck,Directed,7
giraff,eagl,Directed,1
giraff,eland,Directed,3
giraff,eleph,Directed,207
giraff,elk,Directed,5
giraff,emu,Directed,3
giraff,fawn,Directed,1
giraff,ferret,Directed,1
giraff,fish,Directed,1
giraff,fly,Directed,1
giraff,fox,Directed,4
giraff,frog,Directed,2
giraff,gazel,Directed,8
giraff,gerbil,Directed,4
giraff,gnu,Directed,3
giraff,goat,Directed,11
giraff,goos,Directed,1
giraff,gorilla,Directed,18
giraff,groundhog,Directed,1
giraff,guineapig,Directed,2
giraff,hamster,Directed,2
giraff,hare,Directed,1
giraff,hippo,Directed,98
giraff,hors,Directed,17
giraff,hyena,Directed,21
giraff,ibi,Directed,1
giraff,iguana,Directed,1
giraff,impala,Directed,1
giraff,jackal,Directed,1
giraff,jackass,Directed,1
giraff,jaguar,Directed,3
giraff,kangaroo,Directed,26
giraff,kitten,Directed,1
giraff,koala,Directed,1
giraff,lemur,Directed,1
giraff,leopard,Directed,5
giraff,lion,Directed,111
giraff,lizard,Directed,1
giraff,llama,Directed,12
giraff,lynx,Directed,1
giraff,mink,Directed,1
giraff,monkei,Directed,89
giraff,moos,Directed,5
giraff,mountainlion,Directed,3
giraff,mous,Directed,16
giraff,mule,Directed,3
giraff,muskox,Directed,1
giraff,ocelot,Directed,1
giraff,opossum,Directed,5
giraff,orangutan,Directed,5
giraff,ostrich,Directed,6
giraff,otter,Directed,1
giraff,owl,Directed,1
giraff,ox,Directed,1
giraff,panda,Directed,3
giraff,panther,Directed,2
giraff,parrot,Directed,2
giraff,peacock,Directed,1
giraff,pelican,Directed,1
giraff,penguin,Directed,6
giraff,person,Directed,1
giraff,pig,Directed,12
giraff,pigeon,Directed,1
giraff,platypus,Directed,1
giraff,polarbear,Directed,4
giraff,porcupin,Directed,1
giraff,puma,Directed,2
giraff,puppi,Directed,1
giraff,rabbit,Directed,10
giraff,raccoon,Directed,4
giraff,rat,Directed,1
giraff,rhino,Directed,72
giraff,rooster,Directed,1
giraff,seal,Directed,9
giraff,shark,Directed,1
giraff,sheep,Directed,4
giraff,skunk,Directed,5
giraff,snak,Directed,7
giraff,squirrel,Directed,3
giraff,tiger,Directed,59
giraff,turkei,Directed,1
giraff,turtl,Directed,4
giraff,warthog,Directed,2
giraff,waterbuffalo,Directed,7
giraff,weasel,Directed,1
giraff,whale,Directed,2
giraff,wildebeest,Directed,7
giraff,wolf,Directed,5
giraff,woodchuck,Directed,1
giraff,zebra,Directed,96
gnat,antelop,Directed,1
gnat,cockroach,Directed,1
gnat,fly,Directed,1
gnat,ladybug,Directed,1
gnat,rabbit,Directed,1
gnat,sheep,Directed,1
gnu,bison,Directed,1
gnu,buffalo,Directed,1
gnu,cougar,Directed,2
gnu,dog,Directed,1
gnu,elk,Directed,1
gnu,fish,Directed,1
gnu,gazel,Directed,1
gnu,giraff,Directed,1
gnu,hyena,Directed,1
gnu,ibi,Directed,1
gnu,impala,Directed,1
gnu,kangaroo,Directed,1
gnu,moos,Directed,1
gnu,rabbit,Directed,1
gnu,waterbuffalo,Directed,2
gnu,wildebeest,Directed,1
gnu,yak,Directed,2
gnu,zebra,Directed,1
goat,allig,Directed,4
goat,antelop,Directed,5
goat,ap,Directed,1
goat,armadillo,Directed,1
goat,badger,Directed,1
goat,bear,Directed,12
goat,beaver,Directed,2
goat,bee,Directed,1
goat,bird,Directed,11
goat,buffalo,Directed,8
goat,calf,Directed,1
goat,camel,Directed,5
goat,caribou,Directed,2
goat,cat,Directed,6
goat,cheetah,Directed,3
goat,chicken,Directed,47
goat,chimp,Directed,2
goat,chipmunk,Directed,1
goat,colt,Directed,1
goat,cow,Directed,35
goat,crane,Directed,1
goat,crocodil,Directed,1
goat,deer,Directed,16
goat,dog,Directed,17
goat,dolphin,Directed,1
goat,donkei,Directed,14
goat,duck,Directed,7
goat,eagl,Directed,1
goat,eleph,Directed,23
goat,elk,Directed,4
goat,emu,Directed,1
goat,ew,Directed,1
goat,falcon,Directed,1
goat,ferret,Directed,2
goat,fish,Directed,2
goat,fox,Directed,2
goat,frog,Directed,2
goat,gazel,Directed,1
goat,gerbil,Directed,2
goat,giraff,Directed,10
goat,goos,Directed,5
goat,gopher,Directed,3
goat,gorilla,Directed,1
goat,grasshopp,Directed,1
goat,guineapig,Directed,1
goat,gull,Directed,1
goat,hamster,Directed,3
goat,hare,Directed,3
goat,hippo,Directed,1
goat,hog,Directed,3
goat,hors,Directed,30
goat,human,Directed,1
goat,humb,Directed,1
goat,hyena,Directed,4
goat,insect,Directed,1
goat,jackal,Directed,1
goat,jaguar,Directed,1
goat,kangaroo,Directed,6
goat,lamb,Directed,24
goat,leopard,Directed,3
goat,lion,Directed,11
goat,llama,Directed,32
goat,monkei,Directed,3
goat,moos,Directed,2
goat,mountaingoat,Directed,2
goat,mountainlion,Directed,5
goat,mous,Directed,5
goat,mule,Directed,4
goat,muled,Directed,1
goat,muskox,Directed,1
goat,opossum,Directed,1
goat,orangutan,Directed,1
goat,ostrich,Directed,1
goat,otter,Directed,1
goat,owl,Directed,1
goat,ox,Directed,2
goat,panda,Directed,1
goat,parrot,Directed,1
goat,person,Directed,1
goat,pheasant,Directed,1
goat,pig,Directed,39
goat,pigeon,Directed,1
goat,polarbear,Directed,1
goat,poni,Directed,1
goat,puma,Directed,1
goat,puppi,Directed,1
goat,rabbit,Directed,8
goat,raccoon,Directed,3
goat,ram,Directed,2
goat,rat,Directed,2
goat,rhino,Directed,6
goat,sheep,Directed,146
goat,shrew,Directed,1
goat,skunk,Directed,2
goat,snail,Directed,1
goat,snak,Directed,9
goat,squirrel,Directed,5
goat,tiger,Directed,7
goat,turkei,Directed,3
goat,weasel,Directed,2
goat,whale,Directed,1
goat,wildcat,Directed,1
goat,wolf,Directed,4
goat,zebra,Directed,8
goldfinch,bluebird,Directed,1
goldfinch,snak,Directed,1
goldfinch,whale,Directed,1
goldfish,bluebird,Directed,1
goldfish,eagl,Directed,1
goldfish,fish,Directed,1
goldfish,fly,Directed,1
goldfish,hors,Directed,2
goldfish,lion,Directed,1
goldfish,newt,Directed,1
goldfish,snak,Directed,2
goldfish,trout,Directed,1
goldfish,whale,Directed,2
goldfish,wildcat,Directed,1
goos,allig,Directed,1
goos,ant,Directed,1
goos,bear,Directed,6
goos,bee,Directed,1
goos,bird,Directed,20
goos,bobcat,Directed,1
goos,buffalo,Directed,2
goos,bull,Directed,2
goos,buzzard,Directed,1
goos,calf,Directed,2
goos,camel,Directed,1
goos,canari,Directed,1
goos,cat,Directed,3
goos,chicken,Directed,5
goos,chipmunk,Directed,2
goos,cow,Directed,8
goos,coyot,Directed,1
goos,crane,Directed,1
goos,crow,Directed,1
goos,deer,Directed,14
goos,dog,Directed,6
goos,dolphin,Directed,1
goos,donkei,Directed,1
goos,duck,Directed,50
goos,eagl,Directed,7
goos,eel,Directed,1
goos,egret,Directed,1
goos,eleph,Directed,5
goos,elk,Directed,2
goos,fawn,Directed,1
goos,finch,Directed,1
goos,fish,Directed,4
goos,fowl,Directed,2
goos,fox,Directed,4
goos,gazel,Directed,1
goos,gerbil,Directed,1
goos,giraff,Directed,4
goos,goat,Directed,6
goos,goos,Directed,1
goos,gorilla,Directed,1
goos,groundhog,Directed,1
goos,guineapig,Directed,1
goos,heron,Directed,1
goos,hippo,Directed,2
goos,hors,Directed,9
goos,hyena,Directed,1
goos,insect,Directed,1
goos,lamb,Directed,2
goos,lion,Directed,9
goos,llama,Directed,4
goos,mallard,Directed,1
goos,monkei,Directed,3
goos,moos,Directed,1
goos,mous,Directed,2
goos,mule,Directed,1
goos,ocelot,Directed,1
goos,ox,Directed,1
goos,peacock,Directed,1
goos,pelican,Directed,1
goos,pheasant,Directed,6
goos,pig,Directed,7
goos,pigeon,Directed,5
goos,poni,Directed,1
goos,quail,Directed,1
goos,rabbit,Directed,4
goos,raccoon,Directed,2
goos,rat,Directed,1
goos,robin,Directed,4
goos,rooster,Directed,2
goos,salamand,Directed,1
goos,seagul,Directed,1
goos,seal,Directed,1
goos,sheep,Directed,2
goos,snak,Directed,4
goos,spider,Directed,1
goos,squirrel,Directed,5
goos,swan,Directed,10
goos,tiger,Directed,1
goos,turkei,Directed,21
goos,turtl,Directed,2
goos,whale,Directed,1
goos,wildebeest,Directed,1
goos,zebra,Directed,3
gopher,allig,Directed,1
gopher,antelop,Directed,1
gopher,badger,Directed,5
gopher,bear,Directed,3
gopher,beaver,Directed,1
gopher,bird,Directed,8
gopher,bluejai,Directed,1
gopher,bobcat,Directed,1
gopher,burro,Directed,1
gopher,camel,Directed,1
gopher,canari,Directed,1
gopher,cardin,Directed,1
gopher,cat,Directed,1
gopher,chameleon,Directed,1
gopher,chipmunk,Directed,28
gopher,cow,Directed,2
gopher,coyot,Directed,2
gopher,deer,Directed,4
gopher,eagl,Directed,1
gopher,eleph,Directed,4
gopher,elk,Directed,2
gopher,frog,Directed,1
gopher,gerbil,Directed,2
gopher,goat,Directed,1
gopher,goos,Directed,1
gopher,groundhog,Directed,6
gopher,guineapig,Directed,2
gopher,hamster,Directed,1
gopher,hawk,Directed,2
gopher,hippo,Directed,1
gopher,hors,Directed,3
gopher,hyena,Directed,1
gopher,kangaroo,Directed,1
gopher,lizard,Directed,1
gopher,llama,Directed,2
gopher,mink,Directed,3
gopher,mole,Directed,13
gopher,monkei,Directed,1
gopher,mous,Directed,11
gopher,mule,Directed,1
gopher,muskrat,Directed,5
gopher,opossum,Directed,2
gopher,orangutan,Directed,1
gopher,otter,Directed,1
gopher,panther,Directed,1
gopher,pheasant,Directed,1
gopher,pig,Directed,2
gopher,prairiedog,Directed,2
gopher,rabbit,Directed,6
gopher,raccoon,Directed,5
gopher,rat,Directed,10
gopher,robin,Directed,1
gopher,sealion,Directed,1
gopher,skunk,Directed,4
gopher,snak,Directed,2
gopher,spider,Directed,1
gopher,squirrel,Directed,15
gopher,tiger,Directed,3
gopher,walrus,Directed,1
gopher,waterbuffalo,Directed,1
gopher,weasel,Directed,1
gopher,wolf,Directed,1
gopher,wolverin,Directed,1
gopher,woodchuck,Directed,6
gopher,worm,Directed,1
gopher,zebra,Directed,3
gorilla,aardvark,Directed,2
gorilla,allig,Directed,4
gorilla,anim,Directed,1
gorilla,antelop,Directed,5
gorilla,ap,Directed,15
gorilla,baboon,Directed,5
gorilla,bear,Directed,4
gorilla,beaver,Directed,1
gorilla,bird,Directed,2
gorilla,bison,Directed,1
gorilla,boar,Directed,1
gorilla,buffalo,Directed,1
gorilla,camel,Directed,2
gorilla,caribou,Directed,1
gorilla,cat,Directed,3
gorilla,cheetah,Directed,2
gorilla,chicken,Directed,3
gorilla,chimp,Directed,25
gorilla,chipmunk,Directed,1
gorilla,cougar,Directed,1
gorilla,cow,Directed,3
gorilla,deer,Directed,3
gorilla,dingo,Directed,1
gorilla,dinosaur,Directed,1
gorilla,dog,Directed,3
gorilla,dolphin,Directed,1
gorilla,eagl,Directed,1
gorilla,eleph,Directed,12
gorilla,elk,Directed,1
gorilla,ferret,Directed,1
gorilla,fish,Directed,2
gorilla,flamingo,Directed,1
gorilla,gazel,Directed,2
gorilla,gerbil,Directed,1
gorilla,giraff,Directed,6
gorilla,goat,Directed,1
gorilla,hamster,Directed,1
gorilla,hippo,Directed,3
gorilla,hors,Directed,6
gorilla,human,Directed,1
gorilla,humb,Directed,1
gorilla,hyena,Directed,2
gorilla,iguana,Directed,1
gorilla,jackass,Directed,1
gorilla,kangaroo,Directed,2
gorilla,lamb,Directed,2
gorilla,lemur,Directed,2
gorilla,lion,Directed,14
gorilla,lizard,Directed,1
gorilla,llama,Directed,3
gorilla,manate,Directed,1
gorilla,mole,Directed,1
gorilla,monkei,Directed,57
gorilla,moos,Directed,2
gorilla,mountaingoat,Directed,2
gorilla,mountainlion,Directed,1
gorilla,mous,Directed,4
gorilla,orangutan,Directed,17
gorilla,ostrich,Directed,2
gorilla,owl,Directed,1
gorilla,panda,Directed,1
gorilla,parrot,Directed,1
gorilla,pig,Directed,2
gorilla,polarbear,Directed,2
gorilla,poni,Directed,1
gorilla,rabbit,Directed,2
gorilla,raccoon,Directed,1
gorilla,rat,Directed,1
gorilla,rhino,Directed,5
gorilla,sheep,Directed,1
gorilla,skunk,Directed,1
gorilla,snail,Directed,1
gorilla,snak,Directed,3
gorilla,spider,Directed,1
gorilla,tasmanidevil,Directed,1
gorilla,tiger,Directed,5
gorilla,unicorn,Directed,1
gorilla,waterbuffalo,Directed,1
gorilla,weasel,Directed,1
gorilla,whale,Directed,3
gorilla,wildebeest,Directed,1
gorilla,wolf,Directed,1
gorilla,zebra,Directed,9
grasshopp,ant,Directed,1
grasshopp,bat,Directed,1
grasshopp,beetl,Directed,1
grasshopp,butterfli,Directed,1
grasshopp,cricket,Directed,1
grasshopp,fly,Directed,2
grasshopp,hors,Directed,1
grasshopp,kangaroo,Directed,1
grasshopp,rhino,Directed,1
grasshopp,worm,Directed,1
grizzlybear,allig,Directed,1
grizzlybear,ap,Directed,1
grizzlybear,bear,Directed,2
grizzlybear,beaver,Directed,1
grizzlybear,blackbear,Directed,11
grizzlybear,brownbear,Directed,4
grizzlybear,caribou,Directed,1
grizzlybear,cougar,Directed,1
grizzlybear,coyot,Directed,1
grizzlybear,crocodil,Directed,1
grizzlybear,deer,Directed,2
grizzlybear,dog,Directed,3
grizzlybear,donkei,Directed,1
grizzlybear,duck,Directed,2
grizzlybear,eleph,Directed,1
grizzlybear,elk,Directed,2
grizzlybear,fish,Directed,1
grizzlybear,fox,Directed,1
grizzlybear,giraff,Directed,1
grizzlybear,kodiakbear,Directed,2
grizzlybear,lynx,Directed,1
grizzlybear,moos,Directed,3
grizzlybear,mountaingoat,Directed,1
grizzlybear,pig,Directed,1
grizzlybear,polarbear,Directed,5
grizzlybear,skunk,Directed,1
grizzlybear,snak,Directed,2
grizzlybear,squirrel,Directed,2
grizzlybear,tiger,Directed,1
grizzlybear,whale,Directed,1
groundhog,badger,Directed,7
groundhog,bear,Directed,1
groundhog,beaver,Directed,5
groundhog,bird,Directed,1
groundhog,chicken,Directed,1
groundhog,chipmunk,Directed,6
groundhog,coyot,Directed,1
groundhog,deer,Directed,4
groundhog,dog,Directed,1
groundhog,eleph,Directed,1
groundhog,elk,Directed,1
groundhog,ferret,Directed,1
groundhog,fish,Directed,1
groundhog,fox,Directed,2
groundhog,giraff,Directed,1
groundhog,gopher,Directed,3
groundhog,gorilla,Directed,1
groundhog,hawk,Directed,1
groundhog,hippo,Directed,1
groundhog,hors,Directed,2
groundhog,ladybug,Directed,1
groundhog,mink,Directed,2
groundhog,mole,Directed,1
groundhog,moos,Directed,2
groundhog,mous,Directed,4
groundhog,muskrat,Directed,1
